siec,unit,country,year,value
Natural gas,Percentage,Norway,2015,-1552.299
Natural gas,Percentage,Norway,2016,-1722.399
Natural gas,Percentage,Norway,2017,-2069.521
Natural gas,Percentage,Norway,2018,-1820.885
Natural gas,Percentage,Norway,2019,-1905.009
Natural gas,Percentage,Norway,2020,-2031.075
Natural gas,Percentage,Norway,2021,-1884.943
Natural gas,Percentage,Norway,2022,-2608.548
Natural gas,Percentage,Poland,2000,66.337
Natural gas,Percentage,Poland,2001,69.176
Natural gas,Percentage,Poland,2002,66.059
Natural gas,Percentage,Poland,2003,66.592
Natural gas,Percentage,Poland,2004,68.342
Natural gas,Percentage,Poland,2005,69.732
Natural gas,Percentage,Poland,2006,70.732
Natural gas,Percentage,Poland,2007,66.022
Natural gas,Percentage,Poland,2008,72.614
Natural gas,Percentage,Poland,2009,67.345
Natural gas,Percentage,Poland,2010,69.305
Natural gas,Percentage,Poland,2011,75.097
Natural gas,Percentage,Poland,2012,73.396
Natural gas,Percentage,Poland,2013,74.202
Natural gas,Percentage,Poland,2014,71.971
Natural gas,Percentage,Poland,2015,72.206
Natural gas,Percentage,Poland,2016,78.378
Natural gas,Percentage,Poland,2017,77.772
Natural gas,Percentage,Poland,2018,77.602
Natural gas,Percentage,Poland,2019,82.37
Natural gas,Percentage,Poland,2020,78.252
Natural gas,Percentage,Poland,2021,83.566
Natural gas,Percentage,Poland,2022,81.224
Natural gas,Percentage,Poland,2023,81.307
Natural gas,Percentage,Portugal,2000,100.265
Natural gas,Percentage,Portugal,2001,99.869
Natural gas,Percentage,Portugal,2002,99.904
Natural gas,Percentage,Portugal,2003,100.267
Natural gas,Percentage,Portugal,2004,100.037
Natural gas,Percentage,Portugal,2005,103.794
Natural gas,Percentage,Portugal,2006,100.606
Natural gas,Percentage,Portugal,2007,98.748
Natural gas,Percentage,Portugal,2008,100.141
Natural gas,Percentage,Portugal,2009,101.166
Natural gas,Percentage,Portugal,2010,100.366
Natural gas,Percentage,Portugal,2011,101.559
Natural gas,Percentage,Portugal,2012,99.734
Natural gas,Percentage,Portugal,2013,101.519
Natural gas,Percentage,Portugal,2014,100.036
Natural gas,Percentage,Portugal,2015,100.357
Natural gas,Percentage,Portugal,2016,98.571
Natural gas,Percentage,Portugal,2017,100.418
Natural gas,Percentage,Portugal,2018,101.057
Natural gas,Percentage,Portugal,2019,99.93
Natural gas,Percentage,Portugal,2020,99.282
Natural gas,Percentage,Portugal,2021,100.045
Natural gas,Percentage,Portugal,2022,103.999
Natural gas,Percentage,Portugal,2023,97.529
Natural gas,Percentage,Romania,2000,19.823
Natural gas,Percentage,Romania,2001,17.515
Natural gas,Percentage,Romania,2002,22.965
Natural gas,Percentage,Romania,2003,28.765
Natural gas,Percentage,Romania,2004,29.5
Natural gas,Percentage,Romania,2005,30.096
Natural gas,Percentage,Romania,2006,33.743
Natural gas,Percentage,Romania,2007,30.286
Natural gas,Percentage,Romania,2008,29.039
Natural gas,Percentage,Romania,2009,15.104
Natural gas,Percentage,Romania,2010,16.831
Natural gas,Percentage,Romania,2011,22.186
Natural gas,Percentage,Romania,2012,21.317
Natural gas,Percentage,Romania,2013,11.843
Natural gas,Percentage,Romania,2014,4.976
Natural gas,Percentage,Romania,2015,1.802
Natural gas,Percentage,Romania,2016,13.025
Natural gas,Percentage,Romania,2017,9.697
Natural gas,Percentage,Romania,2018,12.026
Natural gas,Percentage,Romania,2019,23.175
Natural gas,Percentage,Romania,2020,16.63
Natural gas,Percentage,Romania,2021,22.797
Natural gas,Percentage,Romania,2022,18.128
Natural gas,Percentage,Romania,2023,4.236
Natural gas,Percentage,Serbia,2000,59.332
Natural gas,Percentage,Serbia,2001,73.728
Natural gas,Percentage,Serbia,2002,79.073
Natural gas,Percentage,Serbia,2003,83.794
Natural gas,Percentage,Serbia,2004,88.887
Natural gas,Percentage,Serbia,2005,88.262
Natural gas,Percentage,Serbia,2006,88.16
Natural gas,Percentage,Serbia,2007,89.928
Natural gas,Percentage,Serbia,2008,89.288
Natural gas,Percentage,Serbia,2009,90.409
Natural gas,Percentage,Serbia,2010,84.541
Natural gas,Percentage,Serbia,2011,73.136
Natural gas,Percentage,Serbia,2012,84.937
Natural gas,Percentage,Serbia,2013,80.519
Natural gas,Percentage,Serbia,2014,69.021
Natural gas,Percentage,Serbia,2015,79.165
Natural gas,Percentage,Serbia,2016,75.579
Natural gas,Percentage,Serbia,2017,82.087
Natural gas,Percentage,Serbia,2018,82.108
Natural gas,Percentage,Serbia,2019,90.387
Natural gas,Percentage,Serbia,2020,79.643
Natural gas,Percentage,Serbia,2021,78.646
Natural gas,Percentage,Serbia,2022,102.128
Natural gas,Percentage,Sweden,2000,100.0
Natural gas,Percentage,Sweden,2001,100.0
Natural gas,Percentage,Sweden,2002,100.0
Natural gas,Percentage,Sweden,2003,100.0
Natural gas,Percentage,Sweden,2004,100.0
Natural gas,Percentage,Sweden,2005,100.0
Natural gas,Percentage,Sweden,2006,100.0
Natural gas,Percentage,Sweden,2007,100.0
Natural gas,Percentage,Sweden,2008,100.0
Natural gas,Percentage,Sweden,2009,100.0
Natural gas,Percentage,Sweden,2010,100.0
Natural gas,Percentage,Sweden,2011,100.0
Natural gas,Percentage,Sweden,2012,100.0
Natural gas,Percentage,Sweden,2013,100.0
Natural gas,Percentage,Sweden,2014,100.0
Natural gas,Percentage,Sweden,2015,100.0
Natural gas,Percentage,Sweden,2016,100.0
Natural gas,Percentage,Sweden,2017,100.0
Natural gas,Percentage,Sweden,2018,100.0
Natural gas,Percentage,Sweden,2019,100.0
Natural gas,Percentage,Sweden,2020,100.0
Natural gas,Percentage,Sweden,2021,100.0
Natural gas,Percentage,Sweden,2022,102.493
Natural gas,Percentage,Sweden,2023,102.268
Natural gas,Percentage,Slovenia,2000,99.268
Natural gas,Percentage,Slovenia,2001,99.393
Natural gas,Percentage,Slovenia,2002,99.371
Natural gas,Percentage,Slovenia,2003,99.528
Natural gas,Percentage,Slovenia,2004,99.519
Natural gas,Percentage,Slovenia,2005,99.63
Natural gas,Percentage,Slovenia,2006,99.618
Natural gas,Percentage,Slovenia,2007,99.718
Natural gas,Percentage,Slovenia,2008,99.706
Natural gas,Percentage,Slovenia,2009,99.69
Natural gas,Percentage,Slovenia,2010,99.305
Natural gas,Percentage,Slovenia,2011,99.767
Natural gas,Percentage,Slovenia,2012,99.758
Natural gas,Percentage,Slovenia,2013,99.627
Natural gas,Percentage,Slovenia,2014,99.588
Natural gas,Percentage,Slovenia,2015,99.612
Natural gas,Percentage,Slovenia,2016,99.393
Natural gas,Percentage,Slovenia,2017,99.028
Natural gas,Percentage,Slovenia,2018,98.119
Natural gas,Percentage,Slovenia,2019,99.201
Natural gas,Percentage,Slovenia,2020,99.377
Natural gas,Percentage,Slovenia,2021,99.44
Natural gas,Percentage,Slovenia,2022,99.459
Natural gas,Percentage,Slovenia,2023,99.419
Natural gas,Percentage,Slovakia,2000,98.796
Natural gas,Percentage,Slovakia,2001,91.851
Natural gas,Percentage,Slovakia,2002,100.063
Natural gas,Percentage,Slovakia,2003,97.049
Natural gas,Percentage,Slovakia,2004,103.261
Natural gas,Percentage,Slovakia,2005,97.481
Natural gas,Percentage,Slovakia,2006,96.56
Natural gas,Percentage,Slovakia,2007,97.864
Natural gas,Percentage,Slovakia,2008,96.311
Natural gas,Percentage,Slovakia,2009,108.579
Natural gas,Percentage,Slovakia,2010,99.925
Natural gas,Percentage,Slovakia,2011,104.8
Natural gas,Percentage,Slovakia,2012,89.813
Natural gas,Percentage,Slovakia,2013,95.337
Natural gas,Percentage,Slovakia,2014,104.812
Natural gas,Percentage,Slovakia,2015,95.052
Natural gas,Percentage,Slovakia,2016,92.848
Natural gas,Percentage,Slovakia,2017,105.587
Natural gas,Percentage,Slovakia,2018,89.556
Natural gas,Percentage,Slovakia,2019,136.632
Natural gas,Percentage,Slovakia,2020,88.052
Natural gas,Percentage,Slovakia,2021,69.04
Natural gas,Percentage,Slovakia,2022,137.285
Natural gas,Percentage,Slovakia,2023,105.668
Natural gas,Percentage,Türkiye,2000,95.358
Natural gas,Percentage,Türkiye,2001,98.846
Natural gas,Percentage,Türkiye,2002,97.319
Natural gas,Percentage,Türkiye,2003,97.528
Natural gas,Percentage,Türkiye,2004,96.863
Natural gas,Percentage,Türkiye,2005,97.112
Natural gas,Percentage,Türkiye,2006,96.942
Natural gas,Percentage,Türkiye,2007,97.842
Natural gas,Percentage,Türkiye,2008,100.2
Natural gas,Percentage,Türkiye,2009,100.083
Natural gas,Percentage,Türkiye,2010,98.059
Natural gas,Percentage,Türkiye,2011,96.6
Natural gas,Percentage,Türkiye,2012,100.116
Natural gas,Percentage,Türkiye,2013,97.755
Natural gas,Percentage,Türkiye,2014,99.588
Natural gas,Percentage,Türkiye,2015,99.947
Natural gas,Percentage,Türkiye,2016,98.293
Natural gas,Percentage,Türkiye,2017,101.663
Natural gas,Percentage,Türkiye,2018,99.583
Natural gas,Percentage,Türkiye,2019,98.788
Natural gas,Percentage,Türkiye,2020,98.58
Natural gas,Percentage,Türkiye,2021,97.767
Natural gas,Percentage,Türkiye,2022,105.957
Natural gas,Percentage,United Kingdom,2000,-10.653
Natural gas,Percentage,United Kingdom,2001,-9.625
Natural gas,Percentage,United Kingdom,2002,-8.134
Natural gas,Percentage,United Kingdom,2003,-8.176
Natural gas,Percentage,United Kingdom,2004,1.669
Natural gas,Percentage,United Kingdom,2005,6.988
Natural gas,Percentage,United Kingdom,2006,11.784
Natural gas,Percentage,United Kingdom,2007,20.287
Natural gas,Percentage,United Kingdom,2008,26.103
Natural gas,Percentage,United Kingdom,2009,33.168
Natural gas,Percentage,United Kingdom,2010,39.97
Natural gas,Percentage,United Kingdom,2011,46.231
Natural gas,Percentage,United Kingdom,2012,49.268
Natural gas,Percentage,United Kingdom,2013,51.591
Natural gas,Percentage,United Kingdom,2014,46.612
Natural gas,Percentage,United Kingdom,2015,43.346
Natural gas,Percentage,United Kingdom,2016,46.024
Natural gas,Percentage,United Kingdom,2017,45.16
Natural gas,Percentage,United Kingdom,2018,49.358
Natural gas,Percentage,United Kingdom,2019,49.837
Natural gas,Percentage,Kosovo*,2000,0.0
Natural gas,Percentage,Kosovo*,2001,0.0
Natural gas,Percentage,Kosovo*,2002,0.0
Natural gas,Percentage,Kosovo*,2003,0.0
Natural gas,Percentage,Kosovo*,2004,0.0
Natural gas,Percentage,Kosovo*,2005,0.0
Natural gas,Percentage,Kosovo*,2006,0.0
Natural gas,Percentage,Kosovo*,2007,0.0
Natural gas,Percentage,Kosovo*,2008,0.0
Natural gas,Percentage,Kosovo*,2009,0.0
Natural gas,Percentage,Kosovo*,2010,0.0
Natural gas,Percentage,Kosovo*,2011,0.0
Natural gas,Percentage,Kosovo*,2012,0.0
Natural gas,Percentage,Kosovo*,2013,0.0
Natural gas,Percentage,Kosovo*,2014,0.0
Natural gas,Percentage,Kosovo*,2015,0.0
Natural gas,Percentage,Kosovo*,2016,0.0
Natural gas,Percentage,Kosovo*,2017,0.0
Natural gas,Percentage,Kosovo*,2018,0.0
Natural gas,Percentage,Kosovo*,2019,0.0
Natural gas,Percentage,Kosovo*,2020,0.0
Natural gas,Percentage,Kosovo*,2021,0.0
Natural gas,Percentage,Kosovo*,2022,0.0
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2000,69.526
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2001,71.513
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2002,69.848
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2003,72.627
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2004,69.859
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2005,72.185
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2006,58.682
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2007,57.81
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2008,62.829
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2009,61.658
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2010,47.637
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2011,30.864
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2012,2.005
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2013,26.113
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2014,23.111
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2015,6.395
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2016,26.408
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2017,40.254
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2018,33.284
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2019,28.314
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2020,37.375
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2021,37.316
Oil and petroleum products (excluding biofuel portion),Percentage,Albania,2022,46.006
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2000,89.043
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2001,89.096
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2002,93.789
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2003,93.57
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2004,94.849
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2005,92.053
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2006,95.69
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2007,91.951
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2008,92.869
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2009,91.548
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2010,90.413
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2011,92.321
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2012,92.244
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2013,92.439
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2014,91.424
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2015,93.843
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2016,91.806
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2017,92.216
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2018,93.986
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2019,95.658
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2020,97.49
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2021,90.37
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2022,94.709
Oil and petroleum products (excluding biofuel portion),Percentage,Austria,2023,96.231
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2014,96.591
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2015,104.76
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2016,104.837
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2017,100.316
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2018,97.049
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2019,93.188
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2020,99.811
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2021,96.236
Oil and petroleum products (excluding biofuel portion),Percentage,Bosnia and Herzegovina,2022,99.965
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2000,100.157
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2001,100.821
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2002,98.924
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2003,100.801
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2004,99.813
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2005,100.759
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2006,100.778
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2007,97.391
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2008,101.262
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2009,99.182
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2010,101.319
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2011,100.535
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2012,99.213
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2013,101.92
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2014,100.992
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2015,103.78
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2016,98.694
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2017,97.055
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2018,100.677
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2019,101.483
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2020,102.725
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2021,95.826
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2022,100.603
Oil and petroleum products (excluding biofuel portion),Percentage,Belgium,2023,100.055
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2000,96.015
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2001,98.432
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2002,98.875
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2003,97.862
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2004,98.359
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2005,102.53
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2006,99.111
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2007,100.839
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2008,99.641
Oil and petroleum products (excluding biofuel portion),Percentage,Bulgaria,2009,101.947
