country,year,incgrp,value,source
France,2023,Total,14.7,ESTAT:SDG_16_20(1.0)
Croatia,2010,Total,4.6,ESTAT:SDG_16_20(1.0)
Croatia,2011,Total,3.6,ESTAT:SDG_16_20(1.0)
Croatia,2012,Total,3.2,ESTAT:SDG_16_20(1.0)
Croatia,2013,Total,2.9,ESTAT:SDG_16_20(1.0)
Croatia,2014,Total,2.5,ESTAT:SDG_16_20(1.0)
Croatia,2015,Total,2.8,ESTAT:SDG_16_20(1.0)
Croatia,2016,Total,3.0,ESTAT:SDG_16_20(1.0)
Croatia,2017,Total,3.0,ESTAT:SDG_16_20(1.0)
Croatia,2018,Total,2.6,ESTAT:SDG_16_20(1.0)
Croatia,2019,Total,2.7,ESTAT:SDG_16_20(1.0)
Croatia,2020,Total,2.4,ESTAT:SDG_16_20(1.0)
Croatia,2023,Total,1.4,ESTAT:SDG_16_20(1.0)
Hungary,2005,Total,12.4,ESTAT:SDG_16_20(1.0)
Hungary,2006,Total,10.0,ESTAT:SDG_16_20(1.0)
Hungary,2007,Total,12.9,ESTAT:SDG_16_20(1.0)
Hungary,2008,Total,13.1,ESTAT:SDG_16_20(1.0)
Hungary,2009,Total,11.6,ESTAT:SDG_16_20(1.0)
Hungary,2010,Total,11.7,ESTAT:SDG_16_20(1.0)
Hungary,2011,Total,10.9,ESTAT:SDG_16_20(1.0)
Hungary,2012,Total,10.4,ESTAT:SDG_16_20(1.0)
Hungary,2013,Total,12.6,ESTAT:SDG_16_20(1.0)
Hungary,2014,Total,13.9,ESTAT:SDG_16_20(1.0)
Hungary,2015,Total,10.6,ESTAT:SDG_16_20(1.0)
Hungary,2016,Total,9.7,ESTAT:SDG_16_20(1.0)
Hungary,2017,Total,7.2,ESTAT:SDG_16_20(1.0)
Hungary,2018,Total,4.8,ESTAT:SDG_16_20(1.0)
Hungary,2019,Total,5.3,ESTAT:SDG_16_20(1.0)
Hungary,2020,Total,5.3,ESTAT:SDG_16_20(1.0)
Hungary,2023,Total,6.1,ESTAT:SDG_16_20(1.0)
Ireland,2003,Total,15.4,ESTAT:SDG_16_20(1.0)
Ireland,2004,Total,14.7,ESTAT:SDG_16_20(1.0)
Ireland,2005,Total,14.5,ESTAT:SDG_16_20(1.0)
Ireland,2006,Total,16.5,ESTAT:SDG_16_20(1.0)
Ireland,2007,Total,15.3,ESTAT:SDG_16_20(1.0)
Ireland,2008,Total,12.2,ESTAT:SDG_16_20(1.0)
Ireland,2009,Total,14.5,ESTAT:SDG_16_20(1.0)
Ireland,2010,Total,10.2,ESTAT:SDG_16_20(1.0)
Ireland,2011,Total,10.4,ESTAT:SDG_16_20(1.0)
Ireland,2012,Total,10.7,ESTAT:SDG_16_20(1.0)
Ireland,2013,Total,11.9,ESTAT:SDG_16_20(1.0)
Ireland,2014,Total,10.9,ESTAT:SDG_16_20(1.0)
Ireland,2015,Total,10.9,ESTAT:SDG_16_20(1.0)
Ireland,2016,Total,9.7,ESTAT:SDG_16_20(1.0)
Ireland,2017,Total,9.7,ESTAT:SDG_16_20(1.0)
Ireland,2018,Total,10.0,ESTAT:SDG_16_20(1.0)
Ireland,2019,Total,8.3,ESTAT:SDG_16_20(1.0)
Ireland,2020,Total,10.8,ESTAT:SDG_16_20(1.0)
Iceland,2004,Total,3.9,ESTAT:SDG_16_20(1.0)
Iceland,2005,Total,3.7,ESTAT:SDG_16_20(1.0)
Iceland,2006,Total,2.4,ESTAT:SDG_16_20(1.0)
Iceland,2007,Total,3.5,ESTAT:SDG_16_20(1.0)
Iceland,2008,Total,3.3,ESTAT:SDG_16_20(1.0)
Iceland,2009,Total,4.2,ESTAT:SDG_16_20(1.0)
Iceland,2010,Total,3.7,ESTAT:SDG_16_20(1.0)
Iceland,2011,Total,2.3,ESTAT:SDG_16_20(1.0)
Iceland,2012,Total,3.4,ESTAT:SDG_16_20(1.0)
Iceland,2013,Total,2.2,ESTAT:SDG_16_20(1.0)
Iceland,2014,Total,2.1,ESTAT:SDG_16_20(1.0)
Iceland,2015,Total,2.2,ESTAT:SDG_16_20(1.0)
Iceland,2016,Total,2.2,ESTAT:SDG_16_20(1.0)
Iceland,2017,Total,2.0,ESTAT:SDG_16_20(1.0)
Iceland,2018,Total,2.8,ESTAT:SDG_16_20(1.0)
Iceland,2019,Total,2.7,ESTAT:SDG_16_20(1.0)
Italy,2004,Total,15.3,ESTAT:SDG_16_20(1.0)
Italy,2005,Total,14.3,ESTAT:SDG_16_20(1.0)
Italy,2006,Total,14.8,ESTAT:SDG_16_20(1.0)
Italy,2007,Total,16.0,ESTAT:SDG_16_20(1.0)
Italy,2008,Total,14.2,ESTAT:SDG_16_20(1.0)
Italy,2009,Total,15.9,ESTAT:SDG_16_20(1.0)
Italy,2010,Total,12.7,ESTAT:SDG_16_20(1.0)
Italy,2011,Total,14.5,ESTAT:SDG_16_20(1.0)
Italy,2012,Total,14.9,ESTAT:SDG_16_20(1.0)
Italy,2013,Total,16.0,ESTAT:SDG_16_20(1.0)
Italy,2014,Total,18.0,ESTAT:SDG_16_20(1.0)
Italy,2015,Total,19.4,ESTAT:SDG_16_20(1.0)
Italy,2016,Total,14.7,ESTAT:SDG_16_20(1.0)
Italy,2017,Total,12.5,ESTAT:SDG_16_20(1.0)
Italy,2018,Total,11.3,ESTAT:SDG_16_20(1.0)
Italy,2019,Total,9.4,ESTAT:SDG_16_20(1.0)
Italy,2020,Total,8.4,ESTAT:SDG_16_20(1.0)
Italy,2023,Total,6.4,ESTAT:SDG_16_20(1.0)
Lithuania,2005,Total,9.0,ESTAT:SDG_16_20(1.0)
Lithuania,2006,Total,7.8,ESTAT:SDG_16_20(1.0)
Lithuania,2007,Total,7.1,ESTAT:SDG_16_20(1.0)
Lithuania,2008,Total,5.1,ESTAT:SDG_16_20(1.0)
Lithuania,2009,Total,6.5,ESTAT:SDG_16_20(1.0)
Lithuania,2010,Total,5.3,ESTAT:SDG_16_20(1.0)
Lithuania,2011,Total,4.8,ESTAT:SDG_16_20(1.0)
Lithuania,2012,Total,5.0,ESTAT:SDG_16_20(1.0)
Lithuania,2013,Total,6.4,ESTAT:SDG_16_20(1.0)
Lithuania,2014,Total,4.8,ESTAT:SDG_16_20(1.0)
Lithuania,2015,Total,4.6,ESTAT:SDG_16_20(1.0)
Lithuania,2016,Total,3.4,ESTAT:SDG_16_20(1.0)
Lithuania,2017,Total,8.2,ESTAT:SDG_16_20(1.0)
Lithuania,2018,Total,3.7,ESTAT:SDG_16_20(1.0)
Lithuania,2019,Total,3.2,ESTAT:SDG_16_20(1.0)
Lithuania,2020,Total,3.3,ESTAT:SDG_16_20(1.0)
Lithuania,2023,Total,2.7,ESTAT:SDG_16_20(1.0)
Luxembourg,2003,Total,18.3,ESTAT:SDG_16_20(1.0)
Luxembourg,2004,Total,15.3,ESTAT:SDG_16_20(1.0)
Luxembourg,2005,Total,15.4,ESTAT:SDG_16_20(1.0)
Luxembourg,2006,Total,11.1,ESTAT:SDG_16_20(1.0)
Luxembourg,2007,Total,9.7,ESTAT:SDG_16_20(1.0)
Luxembourg,2008,Total,10.6,ESTAT:SDG_16_20(1.0)
Luxembourg,2009,Total,10.6,ESTAT:SDG_16_20(1.0)
Luxembourg,2010,Total,10.2,ESTAT:SDG_16_20(1.0)
Luxembourg,2011,Total,10.7,ESTAT:SDG_16_20(1.0)
Luxembourg,2012,Total,14.4,ESTAT:SDG_16_20(1.0)
Luxembourg,2013,Total,12.9,ESTAT:SDG_16_20(1.0)
Luxembourg,2014,Total,16.8,ESTAT:SDG_16_20(1.0)
Luxembourg,2015,Total,14.9,ESTAT:SDG_16_20(1.0)
Luxembourg,2016,Total,12.2,ESTAT:SDG_16_20(1.0)
Luxembourg,2017,Total,12.0,ESTAT:SDG_16_20(1.0)
Luxembourg,2018,Total,11.3,ESTAT:SDG_16_20(1.0)
Luxembourg,2019,Total,11.2,ESTAT:SDG_16_20(1.0)
Luxembourg,2020,Total,11.0,ESTAT:SDG_16_20(1.0)
Luxembourg,2023,Total,7.4,ESTAT:SDG_16_20(1.0)
Latvia,2005,Total,22.6,ESTAT:SDG_16_20(1.0)
Latvia,2006,Total,27.2,ESTAT:SDG_16_20(1.0)
Latvia,2007,Total,27.2,ESTAT:SDG_16_20(1.0)
Latvia,2008,Total,28.7,ESTAT:SDG_16_20(1.0)
Latvia,2009,Total,25.3,ESTAT:SDG_16_20(1.0)
Latvia,2010,Total,23.8,ESTAT:SDG_16_20(1.0)
Latvia,2011,Total,19.0,ESTAT:SDG_16_20(1.0)
Latvia,2012,Total,17.0,ESTAT:SDG_16_20(1.0)
Latvia,2013,Total,12.0,ESTAT:SDG_16_20(1.0)
Latvia,2014,Total,13.0,ESTAT:SDG_16_20(1.0)
Latvia,2015,Total,11.8,ESTAT:SDG_16_20(1.0)
Latvia,2016,Total,10.0,ESTAT:SDG_16_20(1.0)
Latvia,2017,Total,8.0,ESTAT:SDG_16_20(1.0)
Latvia,2018,Total,8.6,ESTAT:SDG_16_20(1.0)
Latvia,2019,Total,6.1,ESTAT:SDG_16_20(1.0)
Latvia,2020,Total,5.3,ESTAT:SDG_16_20(1.0)
Latvia,2023,Total,5.4,ESTAT:SDG_16_20(1.0)
Montenegro,2013,Total,6.5,ESTAT:SDG_16_20(1.0)
Montenegro,2014,Total,6.8,ESTAT:SDG_16_20(1.0)
Montenegro,2015,Total,7.3,ESTAT:SDG_16_20(1.0)
Montenegro,2016,Total,5.2,ESTAT:SDG_16_20(1.0)
Montenegro,2017,Total,4.1,ESTAT:SDG_16_20(1.0)
Montenegro,2018,Total,6.2,ESTAT:SDG_16_20(1.0)
Montenegro,2019,Total,6.9,ESTAT:SDG_16_20(1.0)
Montenegro,2020,Total,3.7,ESTAT:SDG_16_20(1.0)
North Macedonia,2010,Total,7.0,ESTAT:SDG_16_20(1.0)
North Macedonia,2011,Total,6.9,ESTAT:SDG_16_20(1.0)
North Macedonia,2012,Total,4.9,ESTAT:SDG_16_20(1.0)
North Macedonia,2013,Total,7.3,ESTAT:SDG_16_20(1.0)
North Macedonia,2014,Total,5.7,ESTAT:SDG_16_20(1.0)
North Macedonia,2015,Total,5.7,ESTAT:SDG_16_20(1.0)
North Macedonia,2016,Total,4.8,ESTAT:SDG_16_20(1.0)
North Macedonia,2017,Total,4.2,ESTAT:SDG_16_20(1.0)
North Macedonia,2018,Total,5.3,ESTAT:SDG_16_20(1.0)
North Macedonia,2019,Total,6.5,ESTAT:SDG_16_20(1.0)
North Macedonia,2020,Total,5.5,ESTAT:SDG_16_20(1.0)
Malta,2005,Total,13.4,ESTAT:SDG_16_20(1.0)
Malta,2006,Total,12.5,ESTAT:SDG_16_20(1.0)
Malta,2007,Total,10.2,ESTAT:SDG_16_20(1.0)
Malta,2008,Total,9.7,ESTAT:SDG_16_20(1.0)
Malta,2009,Total,10.7,ESTAT:SDG_16_20(1.0)
Malta,2010,Total,10.4,ESTAT:SDG_16_20(1.0)
Malta,2011,Total,12.7,ESTAT:SDG_16_20(1.0)
Malta,2012,Total,12.6,ESTAT:SDG_16_20(1.0)
Malta,2013,Total,12.9,ESTAT:SDG_16_20(1.0)
Malta,2014,Total,12.2,ESTAT:SDG_16_20(1.0)
Malta,2015,Total,11.0,ESTAT:SDG_16_20(1.0)
Malta,2016,Total,10.4,ESTAT:SDG_16_20(1.0)
Malta,2017,Total,10.0,ESTAT:SDG_16_20(1.0)
Malta,2018,Total,12.5,ESTAT:SDG_16_20(1.0)
Malta,2019,Total,13.6,ESTAT:SDG_16_20(1.0)
Malta,2020,Total,11.4,ESTAT:SDG_16_20(1.0)
Malta,2023,Total,7.4,ESTAT:SDG_16_20(1.0)
Netherlands,2005,Total,19.0,ESTAT:SDG_16_20(1.0)
Netherlands,2006,Total,16.7,ESTAT:SDG_16_20(1.0)
Netherlands,2007,Total,17.7,ESTAT:SDG_16_20(1.0)
Netherlands,2008,Total,14.8,ESTAT:SDG_16_20(1.0)
Netherlands,2009,Total,21.7,ESTAT:SDG_16_20(1.0)
Netherlands,2010,Total,16.8,ESTAT:SDG_16_20(1.0)
Netherlands,2011,Total,18.6,ESTAT:SDG_16_20(1.0)
Netherlands,2012,Total,18.3,ESTAT:SDG_16_20(1.0)
Netherlands,2013,Total,18.1,ESTAT:SDG_16_20(1.0)
Netherlands,2014,Total,18.5,ESTAT:SDG_16_20(1.0)
Netherlands,2015,Total,17.4,ESTAT:SDG_16_20(1.0)
Netherlands,2016,Total,16.9,ESTAT:SDG_16_20(1.0)
Netherlands,2017,Total,15.0,ESTAT:SDG_16_20(1.0)
Netherlands,2018,Total,17.5,ESTAT:SDG_16_20(1.0)
Netherlands,2019,Total,16.3,ESTAT:SDG_16_20(1.0)
Netherlands,2020,Total,15.7,ESTAT:SDG_16_20(1.0)
Netherlands,2023,Total,16.7,ESTAT:SDG_16_20(1.0)
Norway,2003,Total,5.8,ESTAT:SDG_16_20(1.0)
Norway,2004,Total,5.7,ESTAT:SDG_16_20(1.0)
Norway,2005,Total,4.8,ESTAT:SDG_16_20(1.0)
Norway,2006,Total,3.9,ESTAT:SDG_16_20(1.0)
Norway,2007,Total,4.7,ESTAT:SDG_16_20(1.0)
Norway,2008,Total,5.2,ESTAT:SDG_16_20(1.0)
Norway,2009,Total,5.3,ESTAT:SDG_16_20(1.0)
Norway,2010,Total,5.5,ESTAT:SDG_16_20(1.0)
Norway,2011,Total,4.9,ESTAT:SDG_16_20(1.0)
Norway,2012,Total,6.0,ESTAT:SDG_16_20(1.0)
Norway,2013,Total,4.6,ESTAT:SDG_16_20(1.0)
Norway,2014,Total,4.0,ESTAT:SDG_16_20(1.0)
Norway,2015,Total,5.7,ESTAT:SDG_16_20(1.0)
Norway,2016,Total,4.6,ESTAT:SDG_16_20(1.0)
Norway,2017,Total,3.8,ESTAT:SDG_16_20(1.0)
Norway,2018,Total,4.2,ESTAT:SDG_16_20(1.0)
Norway,2019,Total,4.0,ESTAT:SDG_16_20(1.0)
Norway,2020,Total,4.1,ESTAT:SDG_16_20(1.0)
Norway,2023,Total,5.9,ESTAT:SDG_16_20(1.0)
Poland,2005,Total,10.4,ESTAT:SDG_16_20(1.0)
Poland,2006,Total,9.0,ESTAT:SDG_16_20(1.0)
Poland,2007,Total,8.0,ESTAT:SDG_16_20(1.0)
Poland,2008,Total,7.3,ESTAT:SDG_16_20(1.0)
Poland,2009,Total,6.7,ESTAT:SDG_16_20(1.0)
Poland,2010,Total,6.5,ESTAT:SDG_16_20(1.0)
Poland,2011,Total,6.3,ESTAT:SDG_16_20(1.0)
Poland,2012,Total,6.3,ESTAT:SDG_16_20(1.0)
Poland,2013,Total,6.4,ESTAT:SDG_16_20(1.0)
Poland,2014,Total,6.4,ESTAT:SDG_16_20(1.0)
Poland,2015,Total,5.8,ESTAT:SDG_16_20(1.0)
Poland,2016,Total,5.6,ESTAT:SDG_16_20(1.0)
Poland,2017,Total,5.4,ESTAT:SDG_16_20(1.0)
Poland,2018,Total,4.8,ESTAT:SDG_16_20(1.0)
Poland,2019,Total,4.4,ESTAT:SDG_16_20(1.0)
Poland,2023,Total,2.8,ESTAT:SDG_16_20(1.0)
Portugal,2004,Total,13.6,ESTAT:SDG_16_20(1.0)
Portugal,2005,Total,13.8,ESTAT:SDG_16_20(1.0)
Portugal,2006,Total,11.9,ESTAT:SDG_16_20(1.0)
Portugal,2007,Total,12.6,ESTAT:SDG_16_20(1.0)
Portugal,2008,Total,11.7,ESTAT:SDG_16_20(1.0)
Portugal,2009,Total,14.0,ESTAT:SDG_16_20(1.0)
Portugal,2010,Total,11.3,ESTAT:SDG_16_20(1.0)
Portugal,2011,Total,10.1,ESTAT:SDG_16_20(1.0)
Portugal,2012,Total,10.9,ESTAT:SDG_16_20(1.0)
Portugal,2013,Total,13.3,ESTAT:SDG_16_20(1.0)
Portugal,2014,Total,11.6,ESTAT:SDG_16_20(1.0)
Portugal,2015,Total,10.5,ESTAT:SDG_16_20(1.0)
Portugal,2016,Total,7.8,ESTAT:SDG_16_20(1.0)
Portugal,2017,Total,7.9,ESTAT:SDG_16_20(1.0)
Portugal,2018,Total,6.5,ESTAT:SDG_16_20(1.0)
Portugal,2019,Total,6.7,ESTAT:SDG_16_20(1.0)
Portugal,2020,Total,6.6,ESTAT:SDG_16_20(1.0)
Portugal,2023,Total,6.9,ESTAT:SDG_16_20(1.0)
Romania,2007,Total,15.4,ESTAT:SDG_16_20(1.0)
Romania,2008,Total,13.1,ESTAT:SDG_16_20(1.0)
Romania,2009,Total,16.1,ESTAT:SDG_16_20(1.0)
Romania,2010,Total,15.4,ESTAT:SDG_16_20(1.0)
Romania,2011,Total,16.3,ESTAT:SDG_16_20(1.0)
Romania,2012,Total,13.7,ESTAT:SDG_16_20(1.0)
Romania,2013,Total,15.7,ESTAT:SDG_16_20(1.0)
Romania,2014,Total,14.5,ESTAT:SDG_16_20(1.0)
Romania,2015,Total,13.1,ESTAT:SDG_16_20(1.0)
Romania,2016,Total,14.1,ESTAT:SDG_16_20(1.0)
Romania,2017,Total,11.3,ESTAT:SDG_16_20(1.0)
Romania,2018,Total,11.5,ESTAT:SDG_16_20(1.0)
Romania,2019,Total,9.6,ESTAT:SDG_16_20(1.0)
Romania,2020,Total,8.8,ESTAT:SDG_16_20(1.0)
Romania,2023,Total,5.9,ESTAT:SDG_16_20(1.0)
Serbia,2013,Total,20.2,ESTAT:SDG_16_20(1.0)
Serbia,2014,Total,21.1,ESTAT:SDG_16_20(1.0)
Serbia,2015,Total,16.8,ESTAT:SDG_16_20(1.0)
Serbia,2016,Total,18.2,ESTAT:SDG_16_20(1.0)
Serbia,2017,Total,14.0,ESTAT:SDG_16_20(1.0)
Serbia,2018,Total,14.7,ESTAT:SDG_16_20(1.0)
Serbia,2019,Total,10.7,ESTAT:SDG_16_20(1.0)
Serbia,2020,Total,9.5,ESTAT:SDG_16_20(1.0)
Sweden,2004,Total,10.0,ESTAT:SDG_16_20(1.0)
Sweden,2005,Total,9.7,ESTAT:SDG_16_20(1.0)
Sweden,2006,Total,13.5,ESTAT:SDG_16_20(1.0)
Sweden,2007,Total,13.0,ESTAT:SDG_16_20(1.0)
Sweden,2008,Total,13.6,ESTAT:SDG_16_20(1.0)
Sweden,2009,Total,13.2,ESTAT:SDG_16_20(1.0)
Sweden,2010,Total,10.4,ESTAT:SDG_16_20(1.0)
Sweden,2011,Total,11.3,ESTAT:SDG_16_20(1.0)
Sweden,2012,Total,10.6,ESTAT:SDG_16_20(1.0)
Sweden,2013,Total,10.1,ESTAT:SDG_16_20(1.0)
Sweden,2014,Total,10.7,ESTAT:SDG_16_20(1.0)
Sweden,2015,Total,10.9,ESTAT:SDG_16_20(1.0)
Sweden,2016,Total,12.7,ESTAT:SDG_16_20(1.0)
Sweden,2017,Total,13.0,ESTAT:SDG_16_20(1.0)
Sweden,2018,Total,14.4,ESTAT:SDG_16_20(1.0)
Sweden,2019,Total,13.0,ESTAT:SDG_16_20(1.0)
Sweden,2020,Total,13.8,ESTAT:SDG_16_20(1.0)
Sweden,2023,Total,9.4,ESTAT:SDG_16_20(1.0)
Slovenia,2005,Total,10.5,ESTAT:SDG_16_20(1.0)
Slovenia,2006,Total,9.5,ESTAT:SDG_16_20(1.0)
Slovenia,2007,Total,10.2,ESTAT:SDG_16_20(1.0)
Slovenia,2008,Total,8.7,ESTAT:SDG_16_20(1.0)
Slovenia,2009,Total,12.5,ESTAT:SDG_16_20(1.0)
Slovenia,2010,Total,9.3,ESTAT:SDG_16_20(1.0)
Slovenia,2011,Total,8.6,ESTAT:SDG_16_20(1.0)
Slovenia,2012,Total,8.1,ESTAT:SDG_16_20(1.0)
Slovenia,2013,Total,9.1,ESTAT:SDG_16_20(1.0)
Slovenia,2014,Total,10.1,ESTAT:SDG_16_20(1.0)
Slovenia,2015,Total,9.2,ESTAT:SDG_16_20(1.0)
Slovenia,2016,Total,8.5,ESTAT:SDG_16_20(1.0)
Slovenia,2017,Total,8.0,ESTAT:SDG_16_20(1.0)
Slovenia,2018,Total,7.9,ESTAT:SDG_16_20(1.0)
Slovenia,2019,Total,8.0,ESTAT:SDG_16_20(1.0)
Slovenia,2020,Total,7.3,ESTAT:SDG_16_20(1.0)
Slovenia,2023,Total,6.8,ESTAT:SDG_16_20(1.0)
Slovakia,2005,Total,9.5,ESTAT:SDG_16_20(1.0)
Slovakia,2006,Total,8.4,ESTAT:SDG_16_20(1.0)
Slovakia,2007,Total,8.2,ESTAT:SDG_16_20(1.0)
Slovakia,2008,Total,9.3,ESTAT:SDG_16_20(1.0)
Slovakia,2009,Total,12.3,ESTAT:SDG_16_20(1.0)
Slovakia,2010,Total,10.2,ESTAT:SDG_16_20(1.0)
Slovakia,2011,Total,10.0,ESTAT:SDG_16_20(1.0)
Slovakia,2012,Total,9.6,ESTAT:SDG_16_20(1.0)
Slovakia,2013,Total,8.9,ESTAT:SDG_16_20(1.0)
Slovakia,2014,Total,8.7,ESTAT:SDG_16_20(1.0)
Slovakia,2015,Total,7.3,ESTAT:SDG_16_20(1.0)
Slovakia,2016,Total,6.9,ESTAT:SDG_16_20(1.0)
Slovakia,2017,Total,6.2,ESTAT:SDG_16_20(1.0)
Slovakia,2018,Total,4.8,ESTAT:SDG_16_20(1.0)
Slovakia,2019,Total,5.6,ESTAT:SDG_16_20(1.0)
Slovakia,2020,Total,4.3,ESTAT:SDG_16_20(1.0)
Slovakia,2023,Total,3.4,ESTAT:SDG_16_20(1.0)
Türkiye,2006,Total,21.4,ESTAT:SDG_16_20(1.0)
Türkiye,2007,Total,17.0,ESTAT:SDG_16_20(1.0)
Türkiye,2008,Total,11.3,ESTAT:SDG_16_20(1.0)
Türkiye,2009,Total,12.4,ESTAT:SDG_16_20(1.0)
Türkiye,2011,Total,10.7,ESTAT:SDG_16_20(1.0)
Türkiye,2012,Total,8.5,ESTAT:SDG_16_20(1.0)
Türkiye,2013,Total,9.7,ESTAT:SDG_16_20(1.0)
Türkiye,2014,Total,10.6,ESTAT:SDG_16_20(1.0)
Türkiye,2015,Total,11.2,ESTAT:SDG_16_20(1.0)
Türkiye,2016,Total,10.7,ESTAT:SDG_16_20(1.0)
Türkiye,2017,Total,11.3,ESTAT:SDG_16_20(1.0)
Türkiye,2018,Total,11.1,ESTAT:SDG_16_20(1.0)
Türkiye,2019,Total,10.9,ESTAT:SDG_16_20(1.0)
Türkiye,2020,Total,9.8,ESTAT:SDG_16_20(1.0)
Türkiye,2023,Total,10.7,ESTAT:SDG_16_20(1.0)
United Kingdom,2005,Total,30.0,ESTAT:SDG_16_20(1.0)
United Kingdom,2006,Total,27.6,ESTAT:SDG_16_20(1.0)
United Kingdom,2007,Total,26.9,ESTAT:SDG_16_20(1.0)
United Kingdom,2008,Total,24.8,ESTAT:SDG_16_20(1.0)
United Kingdom,2009,Total,25.1,ESTAT:SDG_16_20(1.0)
United Kingdom,2010,Total,23.1,ESTAT:SDG_16_20(1.0)
United Kingdom,2011,Total,20.7,ESTAT:SDG_16_20(1.0)
United Kingdom,2012,Total,19.7,ESTAT:SDG_16_20(1.0)
United Kingdom,2013,Total,17.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2014,Total,16.5,ESTAT:SDG_16_20(1.0)
United Kingdom,2015,Total,16.6,ESTAT:SDG_16_20(1.0)
United Kingdom,2016,Total,16.8,ESTAT:SDG_16_20(1.0)
United Kingdom,2017,Total,20.3,ESTAT:SDG_16_20(1.0)
United Kingdom,2018,Total,24.2,ESTAT:SDG_16_20(1.0)
Kosovo*,2018,Total,2.4,ESTAT:SDG_16_20(1.0)
