country,year,unit9,vehicle,bus_train
North Macedonia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
North Macedonia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7
North Macedonia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3
North Macedonia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5
North Macedonia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8
North Macedonia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
North Macedonia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
North Macedonia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.8
North Macedonia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.4
North Macedonia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.4
North Macedonia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.1
North Macedonia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7
North Macedonia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.4
North Macedonia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.4
North Macedonia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.0
North Macedonia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0
North Macedonia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.8
North Macedonia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6
North Macedonia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.4
North Macedonia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",6.6
North Macedonia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",5.7
North Macedonia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.0
Malta,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Malta,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7
Malta,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Malta,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5
Malta,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Malta,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7
Malta,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
Malta,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Malta,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Malta,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Malta,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Malta,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
Malta,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Malta,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Malta,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Malta,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Malta,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Malta,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Malta,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Malta,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2
Malta,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Malta,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1
Malta,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Netherlands,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Netherlands,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1
Netherlands,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6
Netherlands,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.6
Netherlands,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.3
Netherlands,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7
Netherlands,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Netherlands,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.5
Netherlands,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7
Netherlands,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7
Netherlands,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.5
Netherlands,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Netherlands,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Netherlands,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Netherlands,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Netherlands,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Netherlands,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Netherlands,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Netherlands,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Netherlands,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Netherlands,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.9
Netherlands,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Netherlands,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Norway,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1
Norway,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
Norway,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.0
Norway,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Norway,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
Norway,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
Norway,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Norway,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.3
Norway,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
Norway,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Norway,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.7
Norway,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.6
Norway,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2
Norway,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2
Norway,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2
Norway,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Norway,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.9
Norway,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.9
Norway,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.2
Norway,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.4
Norway,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",7.9
Norway,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",7.7
Norway,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.7
Poland,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.2
Poland,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3
Poland,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0
Poland,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.4
Poland,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",32.1
Poland,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.6
Poland,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Poland,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.4
Poland,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Poland,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
Poland,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.9
Poland,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6
Poland,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.2
Poland,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0
Poland,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8
Poland,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.3
Poland,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7
Poland,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3
Poland,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
Poland,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Poland,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.4
Poland,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Poland,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Portugal,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Portugal,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Portugal,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Portugal,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
Portugal,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
Portugal,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.7
Portugal,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.4
Portugal,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Portugal,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.8
Portugal,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Portugal,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.9
Portugal,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.7
Portugal,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.5
Portugal,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.3
Portugal,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.0
Portugal,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.0
Portugal,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.6
Portugal,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.4
Portugal,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.5
Portugal,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.7
Portugal,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",7.0
Portugal,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.7
Portugal,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.6
Romania,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.5
Romania,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.5
Romania,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.2
Romania,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3
Romania,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.8
Romania,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5
Romania,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6
Romania,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5
Romania,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.8
Romania,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0
Romania,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0
Romania,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5
Romania,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8
Romania,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.1
Romania,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5
Romania,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1
Romania,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.7
Romania,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Romania,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.2
Romania,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.1
Romania,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Romania,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Romania,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
Serbia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Serbia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Serbia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3
Serbia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Serbia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Serbia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Serbia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Serbia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
Serbia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
Serbia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6
Serbia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.5
Serbia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2
Serbia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.5
Sweden,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Sweden,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Sweden,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
Sweden,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7
Sweden,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
Sweden,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.4
Sweden,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.9
Sweden,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
Sweden,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
Sweden,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Sweden,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Sweden,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Sweden,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
Sweden,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Sweden,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5
Sweden,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.8
Sweden,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.5
Sweden,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
Sweden,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
Sweden,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5
Sweden,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
Sweden,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.9
Sweden,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Slovenia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Slovenia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5
Slovenia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
Slovenia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5
Slovenia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Slovenia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Slovenia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1
Slovenia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Slovenia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6
Slovenia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.3
Slovenia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.2
Slovenia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
Slovenia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.3
Slovenia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
Slovenia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
Slovenia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Slovenia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Slovenia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.5
Slovenia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.5
Slovenia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.3
Slovenia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.0
Slovenia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.6
Slovenia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Slovakia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",35.6
Slovakia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",35.3
Slovakia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",33.2
Slovakia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.2
Slovakia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",32.2
Slovakia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.6
Slovakia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.3
Slovakia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.0
Slovakia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.7
Slovakia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7
Slovakia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Slovakia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6
Slovakia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Slovakia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.9
Slovakia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.4
Slovakia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.1
Slovakia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.4
Slovakia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5
Slovakia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.2
Slovakia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3
Slovakia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9
Slovakia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
Slovakia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.0
Türkiye,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",54.1
Türkiye,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",50.4
Türkiye,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",51.0
Türkiye,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",50.8
Türkiye,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",48.7
Türkiye,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",47.7
Türkiye,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",46.1
Türkiye,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",45.1
Türkiye,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",43.7
Türkiye,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",43.1
Türkiye,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",40.7
Türkiye,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",40.3
Türkiye,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.0
Türkiye,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",36.1
Türkiye,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",34.8
Türkiye,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",32.1
Türkiye,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.7
Türkiye,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.5
Türkiye,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.3
Türkiye,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.2
Türkiye,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.9
Türkiye,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.6
Türkiye,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.6
United Kingdom,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.8
United Kingdom,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.7
United Kingdom,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
United Kingdom,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
United Kingdom,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.0
United Kingdom,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.0
United Kingdom,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.8
United Kingdom,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.1
United Kingdom,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
United Kingdom,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0
United Kingdom,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
United Kingdom,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
United Kingdom,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
United Kingdom,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
United Kingdom,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
United Kingdom,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
United Kingdom,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.3
United Kingdom,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6
United Kingdom,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.2
United Kingdom,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
